0,1.6581,0.69813,-0.69813,-6.6829e-22,2.8047e-20,-4.9989e-20,4.8,0.052627
0.01,1.6581,0.69813,-0.69813,-1.0828,3.6617,-3.6706,1.2513,-2.0629
0.02,1.6472,0.73475,-0.73484,0.62461,2.546,-7.462,-3.7323,-4.8
0.03,1.6535,0.76021,-0.80946,-1.5381,5.2576,-4.9274,3.885,4.8
0.04,1.6381,0.81278,-0.85873,0.80288,2.7527,-8.0765,-4.6637,-4.8
0.05,1.6461,0.84031,-0.9395,-1.7754,6.3702,-5.8569,4.8,4.8
0.06,1.6284,0.90401,-0.99807,0.6351,3.5036,-8.4785,-4.6963,-4.3056
0.07,1.6347,0.93905,-1.0829,-1.8715,7.028,-6.1924,4.8,4.8
0.08,1.616,1.0093,-1.1448,0.58372,4.0395,-8.7237,-4.8,-4.1986
0.09,1.6218,1.0497,-1.232,-1.7933,7.375,-6.3646,4.7016,4.8
0.1,1.6039,1.1235,-1.2957,0.62036,4.4369,-8.8434,-4.8,-4.0382
0.11,1.6101,1.1678,-1.3841,-1.5703,7.5,-6.434,4.459,4.8
0.12,1.5944,1.2428,-1.4484,0.77785,4.6527,-8.8469,-4.8,-3.8137
0.13,1.6022,1.2894,-1.5369,-1.2208,7.459,-6.4314,4.1809,4.8
0.14,1.59,1.364,-1.6012,1.0449,4.7215,-8.7436,-4.8,-3.5048
0.15,1.6004,1.4112,-1.6887,-0.63714,7.0538,-6.3652,3.4763,4.8
0.16,1.5941,1.4817,-1.7523,1.5186,4.4482,-8.5258,-4.8,-3.0767
0.17,1.6092,1.5262,-1.8376,2.849,2.0958,-8.374,-4.8,1.3044
0.18,1.6377,1.5472,-1.9213,4.0911,-0.26133,-8.201,-4.8,1.3457
0.19,1.6786,1.5445,-2.0033,5.2885,-2.764,-7.9642,-4.8,1.3345
0.2,1.7315,1.5169,-2.083,6.4798,-5.5463,-7.6215,-4.8,1.26
0.21,1.7963,1.4614,-2.1592,7.2487,-8.6274,-5.5959,-4.8,4.8
0.22,1.8688,1.3752,-2.2151,8.2387,-12.264,-3.5324,-4.8,4.8
0.23,1.9512,1.2525,-2.2505,9.6256,-16.834,-1.2326,-4.8,4.8
0.24,2.0475,1.0842,-2.2628,11.749,-23.086,1.6908,-4.8,4.8
0.25,2.165,0.85331,-2.2459,15.394,-32.782,6.188,-4.8,4.8
0.26,2.3189,0.5255,-2.184,19.919,-43.795,13.68,-0.34481,4.8
0.27,2.5181,0.087547,-2.0472,33.112,-73.445,29.522,-4.8,-4.8
0.28,2.8492,-0.64691,-1.752,48.806,-103.16,64.323,-4.8,-4.8
0.29,3.3373,-1.6785,-1.1087,6.0613,-0.31109,21.009,-4.8,-4.8
0.3,3.3979,-1.6816,-0.89865,4.9415,-3.5825,27.262,4.8,4.8
0.31,3.4473,-1.7174,-0.62603,1.6141,-1.8534,25.573,1.8251,-4.8
0.32,3.4634,-1.7359,-0.3703,-0.78485,-2.227,29.131,4.8,2.7505
0.33,3.4556,-1.7582,-0.078993,-4.7974,4.8395,20.417,4.8,-4.8
0.34,3.4076,-1.7098,0.12517,-5.8078,7.3927,16.359,-4.6562,-4.6992
0.35,3.3495,-1.6359,0.28876,-6.8903,14.983,3.635,4.8,-4.7999
