0,1.1719,-0.86313,0,0,0,0,0,0
0.001,1.1719,-0.89819,0,0,0,0,0,0
0.002,1.1719,-0.92277,0,0,0,0,0,0
0.003,1.1719,-0.93789,0,0,0,0,0,0
0.004,1.1719,-0.94454,0,0,0,0,0,0
0.005,1.1719,-0.94374,0,0,0,0,0,0
0.006,1.1719,-0.93649,0,0,0,0,0,0
0.007,1.1719,-0.9238,0,0,0,0,0,0
0.008,1.1719,-0.90667,0,0,0,0,0,0
0.009,1.1719,-0.88611,0,0,0,0,0,0
0.01,1.1719,-0.86313,-8.8016e-06,-1.8775e-05,0,0,0,0
0.011,1.1719,-0.83872,-8.8027e-06,-1.8777e-05,0,0,0,0
0.012,1.1719,-0.8139,-8.8061e-06,-1.8783e-05,0,0,0,0
0.013,1.1719,-0.78968,-8.8123e-06,-1.8795e-05,0,0,0,0
0.014,1.1719,-0.76706,-8.8216e-06,-1.8812e-05,0,0,0,0
0.015,1.1719,-0.74704,-8.8343e-06,-1.8836e-05,0,0,0,0
0.016,1.1719,-0.73064,-8.8508e-06,-1.8867e-05,0,0,0,0
0.017,1.1719,-0.71885,-8.8715e-06,-1.8906e-05,0,0,0,0
0.018,1.1719,-0.71269,-8.8967e-06,-1.8954e-05,0,0,0,0
0.019,1.1719,-0.71316,-8.9267e-06,-1.901e-05,0,0,0,0
0.02,1.1719,-0.72127,-8.9619e-06,-1.9077e-05,0,0,0,0
0.021,1.1719,-0.73759,-9.0027e-06,-1.9154e-05,0,0,0,0
0.022,1.1719,-0.76099,-9.0495e-06,-1.9243e-05,0,0,0,0
0.023,1.1719,-0.78991,-9.1025e-06,-1.9343e-05,0,0,0,0
0.024,1.1719,-0.82279,-9.162e-06,-1.9456e-05,0,0,0,0
0.025,1.1719,-0.85806,-9.2284e-06,-1.9582e-05,0,0,0,0
0.026,1.1719,-0.89416,-9.3019e-06,-1.9721e-05,0,0,0,0
0.027,1.1719,-0.92953,-9.3828e-06,-1.9875e-05,0,0,0,0
0.028,1.1719,-0.96261,-9.4714e-06,-2.0043e-05,0,0,0,0
0.029,1.1719,-0.99182,-9.6077e-06,-2.0288e-05,0,0,0,0
0.03,1.1719,-1.0156,-9.7126e-06,-2.0487e-05,0,0,0,0
0.031,1.1718,-1.0328,-9.8258e-06,-2.0701e-05,0,0,0,0
0.032,1.1718,-1.0439,-9.9475e-06,-2.0932e-05,0,0,0,0
0.033,1.1718,-1.0498,-1.0078e-05,-2.118e-05,0,0,0,0
0.034,1.1718,-1.0512,-1.0217e-05,-2.1444e-05,0,0,0,0
0.035,1.1717,-1.0491,-1.0364e-05,-2.1724e-05,0,0,0,0
0.036,1.1717,-1.0443,-1.052e-05,-2.2021e-05,0,0,0,0
0.037,1.1717,-1.0377,-1.0685e-05,-2.2334e-05,0,0,0,0
0.038,1.1718,-1.0302,-1.0858e-05,-2.2663e-05,0,0,0,0
0.039,1.1718,-1.0225,-1.113e-05,-2.3136e-05,0,0,0,0
0.04,1.1719,-1.0156,-1.1321e-05,-2.3497e-05,0,0,0,0
0.041,1.172,-1.0102,-1.1519e-05,-2.3873e-05,0,0,0,0
0.042,1.1721,-1.0063,-1.1725e-05,-2.4262e-05,0,0,0,0
