0,75,-55.24,48.882,28.138,12.866,28.138,17.529,8.0768,12.866,8.0768,4.9231,143.79,199.54,-46.26
0.01,75,-55.24,48.882,28.138,12.866,28.138,17.529,8.0768,12.866,8.0768,4.9231,143.79,199.54,-46.26
0.02,75,-46.161,48.882,28.138,12.866,28.138,17.529,8.0768,12.866,8.0768,4.9231,149.49,200.64,-34.693
0.03,75,-65,48.673,28.001,12.834,28.001,17.465,8.0451,12.834,8.0451,4.9231,165.46,204.59,-46.682
0.04,75,-65,48.256,27.731,12.772,27.731,17.341,7.9828,12.772,7.9828,4.9231,193.87,212.04,-34.813
0.05,75,-65,47.612,27.311,12.674,27.311,17.146,7.8853,12.674,7.8853,4.9231,231.95,222.52,-19.436
0.06,75,-65,46.741,26.743,12.54,26.743,16.881,7.7528,12.54,7.7528,4.9231,277.4,235.79,-1.7891
0.07,75,-56.929,45.653,26.032,12.372,26.032,16.547,7.5858,12.372,7.5858,4.9231,328.11,251.72,25.172
0.08,75,-65,44.362,25.186,12.169,25.186,16.146,7.3854,12.169,7.3854,4.9231,380.29,269.57,35.764
0.09,69.587,-55.225,42.89,24.22,11.936,24.22,15.685,7.1549,11.936,7.1549,4.9231,437.57,285.18,65.362
0.1,-45.695,-65,41.251,23.139,11.673,23.139,15.163,6.8936,11.673,6.8936,4.9231,493.14,192.29,74.111
0.11,-161.62,-63.522,39.476,21.964,11.383,21.964,14.587,6.6057,11.383,6.6057,4.9231,522.74,95.122,83
0.12,-135.63,93.464,37.671,20.75,11.071,20.75,13.965,6.2947,11.071,6.2947,4.9231,522.05,129.23,236.97
0.13,-118.01,125,35.923,19.545,10.743,19.545,13.302,5.9634,10.743,5.9634,4.9231,492.12,144.98,254.46
0.14,-175,125,34.293,18.414,10.431,18.414,12.672,5.6482,10.431,5.6482,4.9231,465.73,85.644,241.8
0.15,-175,98.383,32.771,17.361,10.141,17.361,12.087,5.3556,10.141,5.3556,4.9231,432.21,78.679,200.73
0.16,-175,125,31.38,16.395,9.8719,16.395,11.545,5.0851,9.8719,5.0851,4.9231,407.83,72.441,217.01
0.17,-175,125,30.095,15.496,9.6172,15.496,11.033,4.829,9.6172,4.829,4.9231,382.11,64.822,206.28
0.18,-175,125,28.92,14.672,9.3815,14.672,10.561,4.5926,9.3815,4.5926,4.9231,359.12,56.986,196.95
0.19,-175,125,27.846,13.918,9.1638,13.918,10.125,4.3747,9.1638,4.3747,4.9231,338.21,48.946,188.75
0.2,-175,125,26.867,13.227,8.9631,13.227,9.724,4.1743,8.9631,4.1743,4.9231,318.96,40.718,181.48
