0,1.6581,0.69813,-0.69813,-2.36e-21,3.8326e-19,3.6446e-19,75,-65
0.01,1.6581,0.69813,-0.69813,-0.50677,1.4765,-1.192,75,-55.24
0.02,1.653,0.7129,-0.71005,-1.0005,2.8898,-2.2908,75,-46.161
0.03,1.643,0.7418,-0.73296,-1.4504,4.2724,-3.4721,75,-65
0.04,1.6285,0.78452,-0.76768,-1.8201,5.4734,-4.5312,75,-65
0.05,1.6103,0.83925,-0.81299,-2.0928,6.4584,-5.4464,75,-65
0.06,1.5894,0.90384,-0.86746,-2.2668,7.2297,-6.2213,75,-65
0.07,1.5667,0.97613,-0.92967,-2.3557,7.7956,-6.8186,75,-56.929
0.08,1.5431,1.0541,-0.99786,-2.3629,8.2314,-7.3823,75,-65
0.09,1.5195,1.1364,-1.0717,-2.2993,8.5086,-7.8064,69.587,-55.225
0.1,1.4965,1.2215,-1.1497,-1.8986,8.1751,-8.139,-45.695,-65
0.11,1.4775,1.3032,-1.2311,-1.2432,7.3805,-8.4196,-161.62,-63.522
0.12,1.4651,1.377,-1.3153,-0.90613,6.7112,-7.8404,-135.63,93.464
0.13,1.456,1.4442,-1.3937,-0.70063,6.2218,-7.1792,-118.01,125
0.14,1.449,1.5064,-1.4655,-0.42123,5.6212,-6.591,-175,125
0.15,1.4448,1.5626,-1.5314,-0.12956,5.1032,-6.2206,-175,98.383
0.16,1.4435,1.6136,-1.5936,0.093243,4.6427,-5.7509,-175,125
0.17,1.4445,1.66,-1.6512,0.29718,4.228,-5.3234,-175,125
0.18,1.4474,1.7023,-1.7044,0.48657,3.8473,-4.9292,-175,125
0.19,1.4523,1.7408,-1.7537,0.66449,3.4922,-4.5614,-175,125
0.2,1.4589,1.7757,-1.7993,0.8331,3.1558,-4.2145,-175,125
0.21,1.4673,1.8073,-1.8414,0.99399,2.8328,-3.8842,-175,125
0.22,1.4772,1.8356,-1.8803,1.1483,2.519,-3.5668,-175,125
0.23,1.4887,1.8608,-1.9159,1.2967,2.2108,-3.2592,-175,125
0.24,1.5017,1.8829,-1.9485,1.44,1.9052,-2.959,-175,125
0.25,1.5161,1.902,-1.9781,1.5785,1.5997,-2.6639,-175,125
0.26,1.5318,1.918,-2.0048,1.7127,1.2921,-2.3721,-175,125
0.27,1.549,1.9309,-2.0285,1.843,0.9804,-2.0821,-175,125
0.28,1.5674,1.9407,-2.0493,1.9697,0.66299,-1.7926,-175,125
0.29,1.5871,1.9473,-2.0672,2.0934,0.33822,-1.5025,-175,125
0.3,1.608,1.9507,-2.0823,2.2147,0.0046184,-1.2111,-175,125
0.31,1.6302,1.9507,-2.0944,2.3344,-0.33925,-0.91777,-175,125
0.32,1.6535,1.9473,-2.1035,2.4536,-0.69483,-0.62213,-175,125
0.33,1.6781,1.9404,-2.1098,2.5733,-1.0637,-0.3239,-175,125
0.34,1.7038,1.9298,-2.113,2.6949,-1.4474,-0.022882,-175,125
0.35,1.7307,1.9153,-2.1132,2.8203,-1.848,0.28107,-175,125
0.36,1.7589,1.8968,-2.1104,2.9513,-2.2676,0.58815,-175,125
0.37,1.7885,1.8741,-2.1045,3.0901,-2.7092,0.8987,-175,125
0.38,1.8194,1.847,-2.0956,3.2523,-3.1803,1.1808,-175,117.47
0.39,1.8519,1.8152,-2.0837,3.4515,-3.6896,1.4077,-175,102.96
0.4,1.8864,1.7783,-2.0697,3.6844,-4.2422,1.5977,-175,91.661
0.41,1.9232,1.7359,-2.0537,3.6088,-4.1244,1.8423,21.069,75.883
0.42,1.9593,1.6947,-2.0353,3.6585,-3.8968,1.5434,69.586,-65
0.43,1.9959,1.6557,-2.0198,3.6925,-3.6484,1.2576,75,-65
0.44,2.0328,1.6192,-2.0073,3.7224,-3.3999,0.98099,75,-65
0.45,2.0701,1.5852,-1.9975,3.7498,-3.1518,0.71345,75,-65
0.46,2.1076,1.5537,-1.9903,3.7762,-2.9054,0.45517,75,-65
0.47,2.1453,1.5247,-1.9858,3.8031,-2.6619,0.20665,75,-65
0.48,2.1833,1.498,-1.9837,3.8318,-2.4232,-0.031354,75,-65
0.49,2.2217,1.4738,-1.984,3.7268,-2.2795,0.3955,44.876,125
0.5,2.2589,1.451,-1.9801,3.747,-2.042,0.20301,75,-56.863
