matlabPath	/home/pi/GitStuff/459_Project_Code/Results/MATLAB_Results/04-10-16_14-46-19/
torqueListPath	/home/pi/GitStuff/459_Project_Code/Results/MATLAB_Results/04-10-16_14-46-19/dataForPi.csv
shankLength	1
thighLength	1
trunkLength	1
shankMass	1
thighMass	1
trunkMass	1
initialAngle_Knee	40
initialAngle_Hip	-40
calibratedValues	(-411, 181, 368)
4.053115844726562500e-06,6.850000000000000000e+02,-7.860000000000000000e+02,5.930000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.181507110595703125e-02,6.860000000000000000e+02,-7.490000000000000000e+02,5.830000000000000000e+02,2.411999999999999977e-01,4.958000000000000185e-01
2.351307868957519531e-02,6.850000000000000000e+02,-7.240000000000000000e+02,5.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.561210632324218750e-02,6.930000000000000000e+02,-7.010000000000000000e+02,5.530000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.992890357971191406e-02,6.990000000000000000e+02,-6.940000000000000000e+02,5.420000000000000000e+02,9.380000000000000837e-02,1.474000000000000032e-01
6.672906875610351562e-02,6.990000000000000000e+02,-6.940000000000000000e+02,5.370000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.728004455566406250e-02,6.990000000000000000e+02,-6.930000000000000000e+02,5.320000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.787107467651367188e-02,6.990000000000000000e+02,-6.920000000000000000e+02,5.290000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.849905967712402344e-02,6.990000000000000000e+02,-6.910000000000000000e+02,5.260000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.091270446777343750e-01,6.990000000000000000e+02,-6.910000000000000000e+02,5.240000000000000000e+02,0.000000000000000000e+00,-1.340000000000000045e-02
1.197481155395507812e-01,6.990000000000000000e+02,-6.910000000000000000e+02,5.210000000000000000e+02,0.000000000000000000e+00,-1.340000000000000045e-02
1.303780078887939453e-01,6.990000000000000000e+02,-6.910000000000000000e+02,5.220000000000000000e+02,0.000000000000000000e+00,-1.340000000000000045e-02
1.448519229888916016e-01,6.990000000000000000e+02,-6.910000000000000000e+02,5.260000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.553809642791748047e-01,6.990000000000000000e+02,-6.920000000000000000e+02,5.290000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.674671173095703125e-01,6.990000000000000000e+02,-6.950000000000000000e+02,5.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.831688880920410156e-01,6.990000000000000000e+02,-6.990000000000000000e+02,5.490000000000000000e+02,1.340000000000000045e-02,0.000000000000000000e+00
1.987109184265136719e-01,6.990000000000000000e+02,-7.060000000000000000e+02,5.580000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.130870819091796875e-01,6.990000000000000000e+02,-7.100000000000000000e+02,5.640000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.261760234832763672e-01,6.970000000000000000e+02,-7.130000000000000000e+02,5.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.393701076507568359e-01,6.960000000000000000e+02,-7.150000000000000000e+02,5.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.524569034576416016e-01,6.950000000000000000e+02,-7.150000000000000000e+02,5.770000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.655920982360839844e-01,6.940000000000000000e+02,-7.150000000000000000e+02,5.730000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.787139415740966797e-01,6.940000000000000000e+02,-7.150000000000000000e+02,5.690000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.918660640716552734e-01,6.940000000000000000e+02,-7.140000000000000000e+02,5.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.049719333648681641e-01,6.940000000000000000e+02,-7.130000000000000000e+02,5.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.180999755859375000e-01,6.940000000000000000e+02,-7.120000000000000000e+02,5.590000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.312399387359619141e-01,6.940000000000000000e+02,-7.120000000000000000e+02,5.580000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.443651199340820312e-01,6.940000000000000000e+02,-7.120000000000000000e+02,5.570000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
